"ANO","MÊS","VALOR","TYPE","LAT","LONG"
"2000","JUNHO","46","Caatinga","0","0"
"2000","JULHO","73","Caatinga","0","0"
"2000","AGOSTO","399","Caatinga","0","0"
"2000","SETEMBRO","1504","Caatinga","0","0"
"2000","OUTUBRO","4744","Caatinga","0","0"
"2000","NOVEMBRO","1224","Caatinga","0","0"
"2000","DEZEMBRO","546","Caatinga","0","0"
"2001","JANEIRO","40","Caatinga","0","0"
"2001","FEVEREIRO","38","Caatinga","0","0"
"2001","MARÇO","5","Caatinga","0","0"
"2001","ABRIL","30","Caatinga","0","0"
"2001","MAIO","205","Caatinga","0","0"
"2001","JUNHO","108","Caatinga","0","0"
"2001","JULHO","390","Caatinga","0","0"
"2001","AGOSTO","895","Caatinga","0","0"
"2001","SETEMBRO","3996","Caatinga","0","0"
"2001","OUTUBRO","7157","Caatinga","0","0"
"2001","NOVEMBRO","4767","Caatinga","0","0"
"2001","DEZEMBRO","970","Caatinga","0","0"
"2002","JANEIRO","93","Caatinga","0","0"
"2002","FEVEREIRO","263","Caatinga","0","0"
"2002","MARÇO","148","Caatinga","0","0"
"2002","ABRIL","123","Caatinga","0","0"
"2002","MAIO","146","Caatinga","0","0"
"2002","JUNHO","125","Caatinga","0","0"
"2002","JULHO","277","Caatinga","0","0"
"2002","AGOSTO","1252","Caatinga","0","0"
"2002","SETEMBRO","5099","Caatinga","0","0"
"2002","OUTUBRO","7728","Caatinga","0","0"
"2002","NOVEMBRO","6193","Caatinga","0","0"
"2002","DEZEMBRO","3975","Caatinga","0","0"
"2003","JANEIRO","967","Caatinga","0","0"
"2003","FEVEREIRO","201","Caatinga","0","0"
"2003","MARÇO","191","Caatinga","0","0"
"2003","ABRIL","187","Caatinga","0","0"
"2003","MAIO","60","Caatinga","0","0"
"2003","JUNHO","108","Caatinga","0","0"
"2003","JULHO","340","Caatinga","0","0"
"2003","AGOSTO","1020","Caatinga","0","0"
"2003","SETEMBRO","7234","Caatinga","0","0"
"2003","OUTUBRO","8722","Caatinga","0","0"
"2003","NOVEMBRO","8451","Caatinga","0","0"
"2003","DEZEMBRO","5292","Caatinga","0","0"
"2004","JANEIRO","458","Caatinga","0","0"
"2004","FEVEREIRO","94","Caatinga","0","0"
"2004","MARÇO","104","Caatinga","0","0"
"2004","ABRIL","93","Caatinga","0","0"
"2004","MAIO","115","Caatinga","0","0"
"2004","JUNHO","83","Caatinga","0","0"
"2004","JULHO","199","Caatinga","0","0"
"2004","AGOSTO","976","Caatinga","0","0"
"2004","SETEMBRO","4848","Caatinga","0","0"
"2004","OUTUBRO","7707","Caatinga","0","0"
"2004","NOVEMBRO","7689","Caatinga","0","0"
"2004","DEZEMBRO","7400","Caatinga","0","0"
"2005","JANEIRO","1283","Caatinga","0","0"
"2005","FEVEREIRO","264","Caatinga","0","0"
"2005","MARÇO","137","Caatinga","0","0"
"2005","ABRIL","65","Caatinga","0","0"
"2005","MAIO","49","Caatinga","0","0"
"2005","JUNHO","80","Caatinga","0","0"
"2005","JULHO","287","Caatinga","0","0"
"2005","AGOSTO","610","Caatinga","0","0"
"2005","SETEMBRO","3623","Caatinga","0","0"
"2005","OUTUBRO","8151","Caatinga","0","0"
"2005","NOVEMBRO","7067","Caatinga","0","0"
"2005","DEZEMBRO","4533","Caatinga","0","0"
"2006","JANEIRO","884","Caatinga","0","0"
"2006","FEVEREIRO","227","Caatinga","0","0"
"2006","MARÇO","164","Caatinga","0","0"
"2006","ABRIL","65","Caatinga","0","0"
"2006","MAIO","31","Caatinga","0","0"
"2006","JUNHO","52","Caatinga","0","0"
"2006","JULHO","137","Caatinga","0","0"
"2006","AGOSTO","697","Caatinga","0","0"
"2006","SETEMBRO","2550","Caatinga","0","0"
"2006","OUTUBRO","3998","Caatinga","0","0"
"2006","NOVEMBRO","5253","Caatinga","0","0"
"2006","DEZEMBRO","4432","Caatinga","0","0"
"2007","JANEIRO","1123","Caatinga","0","0"
"2007","FEVEREIRO","118","Caatinga","0","0"
"2007","MARÇO","67","Caatinga","0","0"
"2007","ABRIL","129","Caatinga","0","0"
"2007","MAIO","149","Caatinga","0","0"
"2007","JUNHO","264","Caatinga","0","0"
"2007","JULHO","704","Caatinga","0","0"
"2007","AGOSTO","1878","Caatinga","0","0"
"2007","SETEMBRO","5239","Caatinga","0","0"
"2007","OUTUBRO","8515","Caatinga","0","0"
"2007","NOVEMBRO","6939","Caatinga","0","0"
"2007","DEZEMBRO","4266","Caatinga","0","0"
"2008","JANEIRO","873","Caatinga","0","0"
"2008","FEVEREIRO","335","Caatinga","0","0"
"2008","MARÇO","147","Caatinga","0","0"
"2008","ABRIL","95","Caatinga","0","0"
"2008","MAIO","54","Caatinga","0","0"
"2008","JUNHO","63","Caatinga","0","0"
"2008","JULHO","118","Caatinga","0","0"
"2008","AGOSTO","433","Caatinga","0","0"
"2008","SETEMBRO","2888","Caatinga","0","0"
"2008","OUTUBRO","6135","Caatinga","0","0"
"2008","NOVEMBRO","7325","Caatinga","0","0"
"2008","DEZEMBRO","5255","Caatinga","0","0"
"2009","JANEIRO","1164","Caatinga","0","0"
"2009","FEVEREIRO","171","Caatinga","0","0"
"2009","MARÇO","227","Caatinga","0","0"
"2009","ABRIL","54","Caatinga","0","0"
"2009","MAIO","15","Caatinga","0","0"
"2009","JUNHO","53","Caatinga","0","0"
"2009","JULHO","110","Caatinga","0","0"
"2009","AGOSTO","292","Caatinga","0","0"
"2009","SETEMBRO","2746","Caatinga","0","0"
"2009","OUTUBRO","3059","Caatinga","0","0"
"2009","NOVEMBRO","4866","Caatinga","0","0"
"2009","DEZEMBRO","3936","Caatinga","0","0"
"2010","JANEIRO","668","Caatinga","0","0"
"2010","FEVEREIRO","290","Caatinga","0","0"
"2010","MARÇO","292","Caatinga","0","0"
"2010","ABRIL","69","Caatinga","0","0"
"2010","MAIO","142","Caatinga","0","0"
"2010","JUNHO","166","Caatinga","0","0"
"2010","JULHO","494","Caatinga","0","0"
"2010","AGOSTO","1907","Caatinga","0","0"
"2010","SETEMBRO","4376","Caatinga","0","0"
"2010","OUTUBRO","5829","Caatinga","0","0"
"2010","NOVEMBRO","5960","Caatinga","0","0"
"2010","DEZEMBRO","1599","Caatinga","0","0"
"2011","JANEIRO","221","Caatinga","0","0"
"2011","FEVEREIRO","135","Caatinga","0","0"
"2011","MARÇO","170","Caatinga","0","0"
"2011","ABRIL","116","Caatinga","0","0"
"2011","MAIO","76","Caatinga","0","0"
"2011","JUNHO","183","Caatinga","0","0"
"2011","JULHO","306","Caatinga","0","0"
"2011","AGOSTO","862","Caatinga","0","0"
"2011","SETEMBRO","3486","Caatinga","0","0"
"2011","OUTUBRO","3489","Caatinga","0","0"
"2011","NOVEMBRO","4271","Caatinga","0","0"
"2011","DEZEMBRO","3246","Caatinga","0","0"
"2012","JANEIRO","788","Caatinga","0","0"
"2012","FEVEREIRO","243","Caatinga","0","0"
"2012","MARÇO","404","Caatinga","0","0"
"2012","ABRIL","259","Caatinga","0","0"
"2012","MAIO","283","Caatinga","0","0"
"2012","JUNHO","370","Caatinga","0","0"
"2012","JULHO","649","Caatinga","0","0"
"2012","AGOSTO","1829","Caatinga","0","0"
"2012","SETEMBRO","3626","Caatinga","0","0"
"2012","OUTUBRO","4582","Caatinga","0","0"
"2012","NOVEMBRO","2063","Caatinga","0","0"
"2012","DEZEMBRO","1621","Caatinga","0","0"
"2013","JANEIRO","340","Caatinga","0","0"
"2013","FEVEREIRO","207","Caatinga","0","0"
"2013","MARÇO","219","Caatinga","0","0"
"2013","ABRIL","71","Caatinga","0","0"
"2013","MAIO","73","Caatinga","0","0"
"2013","JUNHO","125","Caatinga","0","0"
"2013","JULHO","191","Caatinga","0","0"
"2013","AGOSTO","561","Caatinga","0","0"
"2013","SETEMBRO","2452","Caatinga","0","0"
"2013","OUTUBRO","2164","Caatinga","0","0"
"2013","NOVEMBRO","1889","Caatinga","0","0"
"2013","DEZEMBRO","1567","Caatinga","0","0"
"2014","JANEIRO","360","Caatinga","0","0"
"2014","FEVEREIRO","68","Caatinga","0","0"
"2014","MARÇO","104","Caatinga","0","0"
"2014","ABRIL","73","Caatinga","0","0"
"2014","MAIO","74","Caatinga","0","0"
"2014","JUNHO","168","Caatinga","0","0"
"2014","JULHO","414","Caatinga","0","0"
"2014","AGOSTO","907","Caatinga","0","0"
"2014","SETEMBRO","2079","Caatinga","0","0"
"2014","OUTUBRO","2324","Caatinga","0","0"
"2014","NOVEMBRO","1762","Caatinga","0","0"
"2014","DEZEMBRO","1163","Caatinga","0","0"
"2015","JANEIRO","428","Caatinga","0","0"
"2015","FEVEREIRO","138","Caatinga","0","0"
"2015","MARÇO","99","Caatinga","0","0"
"2015","ABRIL","86","Caatinga","0","0"
"2015","MAIO","81","Caatinga","0","0"
"2015","JUNHO","155","Caatinga","0","0"
"2015","JULHO","285","Caatinga","0","0"
"2015","AGOSTO","1203","Caatinga","0","0"
"2015","SETEMBRO","4079","Caatinga","0","0"
"2015","OUTUBRO","3909","Caatinga","0","0"
"2015","NOVEMBRO","2599","Caatinga","0","0"
"2015","DEZEMBRO","2071","Caatinga","0","0"
"2016","JANEIRO","258","Caatinga","0","0"
"2016","FEVEREIRO","112","Caatinga","0","0"
"2016","MARÇO","56","Caatinga","0","0"
"2016","ABRIL","95","Caatinga","0","0"
"2016","MAIO","80","Caatinga","0","0"
"2016","JUNHO","158","Caatinga","0","0"
"2016","JULHO","551","Caatinga","0","0"
"2016","AGOSTO","1504","Caatinga","0","0"
"2016","SETEMBRO","2095","Caatinga","0","0"
"2016","OUTUBRO","4274","Caatinga","0","0"
"2016","NOVEMBRO","2882","Caatinga","0","0"
"2016","DEZEMBRO","1528","Caatinga","0","0"
"2017","JANEIRO","305","Caatinga","0","0"
"2017","FEVEREIRO","81","Caatinga","0","0"
"2017","MARÇO","70","Caatinga","0","0"
"2017","ABRIL","49","Caatinga","0","0"
"2017","MAIO","64","Caatinga","0","0"
"2017","JUNHO","78","Caatinga","0","0"
"2017","JULHO","167","Caatinga","0","0"
"2017","AGOSTO","795","Caatinga","0","0"
"2017","SETEMBRO","1759","Caatinga","0","0"
"2017","OUTUBRO","4030","Caatinga","0","0"
"2017","NOVEMBRO","1792","Caatinga","0","0"
"2017","DEZEMBRO","1814","Caatinga","0","0"
"2018","JANEIRO","316","Caatinga","0","0"
"2018","FEVEREIRO","30","Caatinga","0","0"
"2018","MARÇO","58","Caatinga","0","0"
"2018","ABRIL","28","Caatinga","0","0"
"2018","MAIO","68","Caatinga","0","0"
"2018","JUNHO","196","Caatinga","0","0"
"2018","JULHO","594","Caatinga","0","0"
"2018","AGOSTO","1516","Caatinga","0","0"
"2018","SETEMBRO","2820","Caatinga","0","0"
"2018","OUTUBRO","2476","Caatinga","0","0"
"2018","NOVEMBRO","1876","Caatinga","0","0"
"2018","DEZEMBRO","1369","Caatinga","0","0"
"2019","JANEIRO","433","Caatinga","0","0"
"2019","FEVEREIRO","73","Caatinga","0","0"
"2019","MARÇO","58","Caatinga","0","0"
"2019","ABRIL","28","Caatinga","0","0"
"2019","MAIO","59","Caatinga","0","0"
"2019","JUNHO","135","Caatinga","0","0"
"2019","JULHO","302","Caatinga","0","0"
"2019","AGOSTO","1304","Caatinga","0","0"
"2019","SETEMBRO","2827","Caatinga","0","0"
"2019","OUTUBRO","4716","Caatinga","0","0"
"2019","NOVEMBRO","3212","Caatinga","0","0"
"2019","DEZEMBRO","1813","Caatinga","0","0"
"2020","JANEIRO","293","Caatinga","0","0"
"2020","FEVEREIRO","62","Caatinga","0","0"
"2020","MARÇO","22","Caatinga","0","0"
"2020","ABRIL","38","Caatinga","0","0"
"2020","MAIO","42","Caatinga","0","0"
"2020","JUNHO","83","Caatinga","0","0"
"2020","JULHO","265","Caatinga","0","0"
"2020","AGOSTO","838","Caatinga","0","0"
"2020","SETEMBRO","1587","Caatinga","0","0"
"2020","OUTUBRO","0","Caatinga","0","0"
"2020","NOVEMBRO","0","Caatinga","0","0"
"2020","DEZEMBRO","0","Caatinga","0","0"
"1998","JANEIRO","0","Mata Atlântica","0","0"
"1998","FEVEREIRO","0","Mata Atlântica","0","0"
"1998","MARÇO","0","Mata Atlântica","0","0"
"1998","ABRIL","0","Mata Atlântica","0","0"
"1998","MAIO","0","Mata Atlântica","0","0"
"1998","JUNHO","303","Mata Atlântica","0","0"
"1998","JULHO","477","Mata Atlântica","0","0"
"1998","AGOSTO","687","Mata Atlântica","0","0"
"1998","SETEMBRO","1678","Mata Atlântica","0","0"
"1998","OUTUBRO","1260","Mata Atlântica","0","0"
"1998","NOVEMBRO","522","Mata Atlântica","0","0"
"1998","DEZEMBRO","323","Mata Atlântica","0","0"
"1999","JANEIRO","299","Mata Atlântica","0","0"
"1999","FEVEREIRO","273","Mata Atlântica","0","0"
"1999","MARÇO","310","Mata Atlântica","0","0"
"1999","ABRIL","163","Mata Atlântica","0","0"
"1999","MAIO","368","Mata Atlântica","0","0"
"1999","JUNHO","303","Mata Atlântica","0","0"
"1999","JULHO","563","Mata Atlântica","0","0"
"1999","AGOSTO","2581","Mata Atlântica","0","0"
"1999","SETEMBRO","3306","Mata Atlântica","0","0"
"1999","OUTUBRO","1688","Mata Atlântica","0","0"
"1999","NOVEMBRO","1222","Mata Atlântica","0","0"
"1999","DEZEMBRO","520","Mata Atlântica","0","0"
"2000","JANEIRO","241","Mata Atlântica","0","0"
"2000","FEVEREIRO","186","Mata Atlântica","0","0"
"2000","MARÇO","219","Mata Atlântica","0","0"
"2000","ABRIL","135","Mata Atlântica","0","0"
"2000","MAIO","204","Mata Atlântica","0","0"
"2000","JUNHO","432","Mata Atlântica","0","0"
"2000","JULHO","598","Mata Atlântica","0","0"
"2000","AGOSTO","1746","Mata Atlântica","0","0"
"2000","SETEMBRO","1100","Mata Atlântica","0","0"
"2000","OUTUBRO","2369","Mata Atlântica","0","0"
"2000","NOVEMBRO","230","Mata Atlântica","0","0"
"2000","DEZEMBRO","237","Mata Atlântica","0","0"
"2001","JANEIRO","87","Mata Atlântica","0","0"
"2001","FEVEREIRO","120","Mata Atlântica","0","0"
"2001","MARÇO","40","Mata Atlântica","0","0"
"2001","ABRIL","92","Mata Atlântica","0","0"
"2001","MAIO","185","Mata Atlântica","0","0"
"2001","JUNHO","244","Mata Atlântica","0","0"
"2001","JULHO","590","Mata Atlântica","0","0"
"2001","AGOSTO","1159","Mata Atlântica","0","0"
"2001","SETEMBRO","1418","Mata Atlântica","0","0"
"2001","OUTUBRO","997","Mata Atlântica","0","0"
"2001","NOVEMBRO","495","Mata Atlântica","0","0"
"2001","DEZEMBRO","311","Mata Atlântica","0","0"
"2002","JANEIRO","251","Mata Atlântica","0","0"
"2002","FEVEREIRO","226","Mata Atlântica","0","0"
"2002","MARÇO","209","Mata Atlântica","0","0"
"2002","ABRIL","352","Mata Atlântica","0","0"
"2002","MAIO","263","Mata Atlântica","0","0"
"2002","JUNHO","485","Mata Atlântica","0","0"
"2002","JULHO","1829","Mata Atlântica","0","0"
"2002","AGOSTO","6548","Mata Atlântica","0","0"
"2002","SETEMBRO","6764","Mata Atlântica","0","0"
"2002","OUTUBRO","4897","Mata Atlântica","0","0"
"2002","NOVEMBRO","2441","Mata Atlântica","0","0"
"2002","DEZEMBRO","1673","Mata Atlântica","0","0"
"2003","JANEIRO","1151","Mata Atlântica","0","0"
"2003","FEVEREIRO","683","Mata Atlântica","0","0"
"2003","MARÇO","834","Mata Atlântica","0","0"
"2003","ABRIL","1263","Mata Atlântica","0","0"
"2003","MAIO","1744","Mata Atlântica","0","0"
"2003","JUNHO","2500","Mata Atlântica","0","0"
"2003","JULHO","3144","Mata Atlântica","0","0"
"2003","AGOSTO","9826","Mata Atlântica","0","0"
"2003","SETEMBRO","11963","Mata Atlântica","0","0"
"2003","OUTUBRO","7588","Mata Atlântica","0","0"
"2003","NOVEMBRO","2148","Mata Atlântica","0","0"
"2003","DEZEMBRO","1589","Mata Atlântica","0","0"
"2004","JANEIRO","572","Mata Atlântica","0","0"
"2004","FEVEREIRO","469","Mata Atlântica","0","0"
"2004","MARÇO","712","Mata Atlântica","0","0"
"2004","ABRIL","692","Mata Atlântica","0","0"
"2004","MAIO","318","Mata Atlântica","0","0"
"2004","JUNHO","1335","Mata Atlântica","0","0"
"2004","JULHO","1558","Mata Atlântica","0","0"
"2004","AGOSTO","5778","Mata Atlântica","0","0"
"2004","SETEMBRO","7396","Mata Atlântica","0","0"
"2004","OUTUBRO","5344","Mata Atlântica","0","0"
"2004","NOVEMBRO","2624","Mata Atlântica","0","0"
"2004","DEZEMBRO","1317","Mata Atlântica","0","0"
"2005","JANEIRO","752","Mata Atlântica","0","0"
"2005","FEVEREIRO","578","Mata Atlântica","0","0"
"2005","MARÇO","867","Mata Atlântica","0","0"
"2005","ABRIL","551","Mata Atlântica","0","0"
"2005","MAIO","907","Mata Atlântica","0","0"
"2005","JUNHO","939","Mata Atlântica","0","0"
"2005","JULHO","1721","Mata Atlântica","0","0"
"2005","AGOSTO","5494","Mata Atlântica","0","0"
"2005","SETEMBRO","2632","Mata Atlântica","0","0"
"2005","OUTUBRO","5719","Mata Atlântica","0","0"
"2005","NOVEMBRO","2331","Mata Atlântica","0","0"
"2005","DEZEMBRO","785","Mata Atlântica","0","0"
"2006","JANEIRO","617","Mata Atlântica","0","0"
"2006","FEVEREIRO","783","Mata Atlântica","0","0"
"2006","MARÇO","744","Mata Atlântica","0","0"
"2006","ABRIL","781","Mata Atlântica","0","0"
"2006","MAIO","1510","Mata Atlântica","0","0"
"2006","JUNHO","1433","Mata Atlântica","0","0"
"2006","JULHO","3651","Mata Atlântica","0","0"
"2006","AGOSTO","6807","Mata Atlântica","0","0"
"2006","SETEMBRO","5120","Mata Atlântica","0","0"
"2006","OUTUBRO","1884","Mata Atlântica","0","0"
"2006","NOVEMBRO","1006","Mata Atlântica","0","0"
"2006","DEZEMBRO","547","Mata Atlântica","0","0"
"2007","JANEIRO","400","Mata Atlântica","0","0"
"2007","FEVEREIRO","450","Mata Atlântica","0","0"
"2007","MARÇO","672","Mata Atlântica","0","0"
"2007","ABRIL","569","Mata Atlântica","0","0"
"2007","MAIO","710","Mata Atlântica","0","0"
"2007","JUNHO","1532","Mata Atlântica","0","0"
"2007","JULHO","1940","Mata Atlântica","0","0"
"2007","AGOSTO","5055","Mata Atlântica","0","0"
"2007","SETEMBRO","7170","Mata Atlântica","0","0"
"2007","OUTUBRO","6451","Mata Atlântica","0","0"
"2007","NOVEMBRO","3283","Mata Atlântica","0","0"
"2007","DEZEMBRO","979","Mata Atlântica","0","0"
"2008","JANEIRO","490","Mata Atlântica","0","0"
"2008","FEVEREIRO","527","Mata Atlântica","0","0"
"2008","MARÇO","478","Mata Atlântica","0","0"
"2008","ABRIL","489","Mata Atlântica","0","0"
"2008","MAIO","1019","Mata Atlântica","0","0"
"2008","JUNHO","523","Mata Atlântica","0","0"
"2008","JULHO","2436","Mata Atlântica","0","0"
"2008","AGOSTO","3209","Mata Atlântica","0","0"
"2008","SETEMBRO","4094","Mata Atlântica","0","0"
"2008","OUTUBRO","3983","Mata Atlântica","0","0"
"2008","NOVEMBRO","2154","Mata Atlântica","0","0"
"2008","DEZEMBRO","930","Mata Atlântica","0","0"
"2009","JANEIRO","507","Mata Atlântica","0","0"
"2009","FEVEREIRO","333","Mata Atlântica","0","0"
"2009","MARÇO","619","Mata Atlântica","0","0"
"2009","ABRIL","660","Mata Atlântica","0","0"
"2009","MAIO","625","Mata Atlântica","0","0"
"2009","JUNHO","687","Mata Atlântica","0","0"
"2009","JULHO","723","Mata Atlântica","0","0"
"2009","AGOSTO","4198","Mata Atlântica","0","0"
"2009","SETEMBRO","1831","Mata Atlântica","0","0"
"2009","OUTUBRO","2317","Mata Atlântica","0","0"
"2009","NOVEMBRO","815","Mata Atlântica","0","0"
"2009","DEZEMBRO","626","Mata Atlântica","0","0"
"2010","JANEIRO","537","Mata Atlântica","0","0"
"2010","FEVEREIRO","657","Mata Atlântica","0","0"
"2010","MARÇO","390","Mata Atlântica","0","0"
"2010","ABRIL","387","Mata Atlântica","0","0"
"2010","MAIO","430","Mata Atlântica","0","0"
"2010","JUNHO","1099","Mata Atlântica","0","0"
"2010","JULHO","1718","Mata Atlântica","0","0"
"2010","AGOSTO","6473","Mata Atlântica","0","0"
"2010","SETEMBRO","5026","Mata Atlântica","0","0"
"2010","OUTUBRO","2562","Mata Atlântica","0","0"
"2010","NOVEMBRO","835","Mata Atlântica","0","0"
"2010","DEZEMBRO","496","Mata Atlântica","0","0"
"2011","JANEIRO","274","Mata Atlântica","0","0"
"2011","FEVEREIRO","363","Mata Atlântica","0","0"
"2011","MARÇO","323","Mata Atlântica","0","0"
"2011","ABRIL","254","Mata Atlântica","0","0"
"2011","MAIO","552","Mata Atlântica","0","0"
"2011","JUNHO","855","Mata Atlântica","0","0"
"2011","JULHO","1450","Mata Atlântica","0","0"
"2011","AGOSTO","3191","Mata Atlântica","0","0"
"2011","SETEMBRO","7050","Mata Atlântica","0","0"
"2011","OUTUBRO","1836","Mata Atlântica","0","0"
"2011","NOVEMBRO","618","Mata Atlântica","0","0"
"2011","DEZEMBRO","444","Mata Atlântica","0","0"
"2012","JANEIRO","317","Mata Atlântica","0","0"
"2012","FEVEREIRO","455","Mata Atlântica","0","0"
"2012","MARÇO","690","Mata Atlântica","0","0"
"2012","ABRIL","609","Mata Atlântica","0","0"
"2012","MAIO","687","Mata Atlântica","0","0"
"2012","JUNHO","500","Mata Atlântica","0","0"
"2012","JULHO","1052","Mata Atlântica","0","0"
"2012","AGOSTO","2810","Mata Atlântica","0","0"
"2012","SETEMBRO","3082","Mata Atlântica","0","0"
"2012","OUTUBRO","3077","Mata Atlântica","0","0"
"2012","NOVEMBRO","763","Mata Atlântica","0","0"
"2012","DEZEMBRO","660","Mata Atlântica","0","0"
"2013","JANEIRO","412","Mata Atlântica","0","0"
"2013","FEVEREIRO","430","Mata Atlântica","0","0"
"2013","MARÇO","549","Mata Atlântica","0","0"
"2013","ABRIL","488","Mata Atlântica","0","0"
"2013","MAIO","478","Mata Atlântica","0","0"
"2013","JUNHO","356","Mata Atlântica","0","0"
"2013","JULHO","1087","Mata Atlântica","0","0"
"2013","AGOSTO","2280","Mata Atlântica","0","0"
"2013","SETEMBRO","2839","Mata Atlântica","0","0"
"2013","OUTUBRO","1454","Mata Atlântica","0","0"
"2013","NOVEMBRO","509","Mata Atlântica","0","0"
"2013","DEZEMBRO","506","Mata Atlântica","0","0"
"2014","JANEIRO","423","Mata Atlântica","0","0"
"2014","FEVEREIRO","437","Mata Atlântica","0","0"
"2014","MARÇO","256","Mata Atlântica","0","0"
"2014","ABRIL","317","Mata Atlântica","0","0"
"2014","MAIO","445","Mata Atlântica","0","0"
"2014","JUNHO","487","Mata Atlântica","0","0"
"2014","JULHO","965","Mata Atlântica","0","0"
"2014","AGOSTO","3912","Mata Atlântica","0","0"
"2014","SETEMBRO","3493","Mata Atlântica","0","0"
"2014","OUTUBRO","4171","Mata Atlântica","0","0"
"2014","NOVEMBRO","432","Mata Atlântica","0","0"
"2014","DEZEMBRO","366","Mata Atlântica","0","0"
"2015","JANEIRO","642","Mata Atlântica","0","0"
"2015","FEVEREIRO","389","Mata Atlântica","0","0"
"2015","MARÇO","384","Mata Atlântica","0","0"
"2015","ABRIL","371","Mata Atlântica","0","0"
"2015","MAIO","349","Mata Atlântica","0","0"
"2015","JUNHO","539","Mata Atlântica","0","0"
"2015","JULHO","528","Mata Atlântica","0","0"
"2015","AGOSTO","2414","Mata Atlântica","0","0"
"2015","SETEMBRO","3219","Mata Atlântica","0","0"
"2015","OUTUBRO","2991","Mata Atlântica","0","0"
"2015","NOVEMBRO","1852","Mata Atlântica","0","0"
"2015","DEZEMBRO","1251","Mata Atlântica","0","0"
"2016","JANEIRO","579","Mata Atlântica","0","0"
"2016","FEVEREIRO","457","Mata Atlântica","0","0"
"2016","MARÇO","536","Mata Atlântica","0","0"
"2016","ABRIL","732","Mata Atlântica","0","0"
"2016","MAIO","437","Mata Atlântica","0","0"
"2016","JUNHO","901","Mata Atlântica","0","0"
"2016","JULHO","3155","Mata Atlântica","0","0"
"2016","AGOSTO","4165","Mata Atlântica","0","0"
"2016","SETEMBRO","4146","Mata Atlântica","0","0"
"2016","OUTUBRO","1210","Mata Atlântica","0","0"
"2016","NOVEMBRO","763","Mata Atlântica","0","0"
"2016","DEZEMBRO","439","Mata Atlântica","0","0"
"2017","JANEIRO","385","Mata Atlântica","0","0"
"2017","FEVEREIRO","309","Mata Atlântica","0","0"
"2017","MARÇO","330","Mata Atlântica","0","0"
"2017","ABRIL","261","Mata Atlântica","0","0"
"2017","MAIO","187","Mata Atlântica","0","0"
"2017","JUNHO","531","Mata Atlântica","0","0"
"2017","JULHO","2285","Mata Atlântica","0","0"
"2017","AGOSTO","3201","Mata Atlântica","0","0"
"2017","SETEMBRO","4939","Mata Atlântica","0","0"
"2017","OUTUBRO","2003","Mata Atlântica","0","0"
"2017","NOVEMBRO","818","Mata Atlântica","0","0"
"2017","DEZEMBRO","348","Mata Atlântica","0","0"
"2018","JANEIRO","209","Mata Atlântica","0","0"
"2018","FEVEREIRO","264","Mata Atlântica","0","0"
"2018","MARÇO","323","Mata Atlântica","0","0"
"2018","ABRIL","490","Mata Atlântica","0","0"
"2018","MAIO","699","Mata Atlântica","0","0"
"2018","JUNHO","613","Mata Atlântica","0","0"
"2018","JULHO","1813","Mata Atlântica","0","0"
"2018","AGOSTO","2338","Mata Atlântica","0","0"
"2018","SETEMBRO","2309","Mata Atlântica","0","0"
"2018","OUTUBRO","1243","Mata Atlântica","0","0"
"2018","NOVEMBRO","450","Mata Atlântica","0","0"
"2018","DEZEMBRO","547","Mata Atlântica","0","0"
"2019","JANEIRO","608","Mata Atlântica","0","0"
"2019","FEVEREIRO","607","Mata Atlântica","0","0"
"2019","MARÇO","661","Mata Atlântica","0","0"
"2019","ABRIL","276","Mata Atlântica","0","0"
"2019","MAIO","240","Mata Atlântica","0","0"
"2019","JUNHO","814","Mata Atlântica","0","0"
"2019","JULHO","1712","Mata Atlântica","0","0"
"2019","AGOSTO","4689","Mata Atlântica","0","0"
"2019","SETEMBRO","4333","Mata Atlântica","0","0"
"2019","OUTUBRO","2184","Mata Atlântica","0","0"
"2019","NOVEMBRO","1499","Mata Atlântica","0","0"
"2019","DEZEMBRO","554","Mata Atlântica","0","0"
"2020","JANEIRO","421","Mata Atlântica","0","0"
"2020","FEVEREIRO","454","Mata Atlântica","0","0"
"2020","MARÇO","549","Mata Atlântica","0","0"
"2020","ABRIL","1013","Mata Atlântica","0","0"
"2020","MAIO","1028","Mata Atlântica","0","0"
"2020","JUNHO","802","Mata Atlântica","0","0"
"2020","JULHO","1323","Mata Atlântica","0","0"
"2020","AGOSTO","4079","Mata Atlântica","0","0"
"2020","SETEMBRO","2584","Mata Atlântica","0","0"
"2020","OUTUBRO","0","Mata Atlântica","0","0"
"2020","NOVEMBRO","0","Mata Atlântica","0","0"
"2020","DEZEMBRO","0","Mata Atlântica","0","0"
"1998","JANEIRO","0","Pantanal","0","0"
"1998","FEVEREIRO","0","Pantanal","0","0"
"1998","MARÇO","0","Pantanal","0","0"
"1998","ABRIL","0","Pantanal","0","0"
"1998","MAIO","0","Pantanal","0","0"
"1998","JUNHO","12","Pantanal","0","0"
"1998","JULHO","206","Pantanal","0","0"
"1998","AGOSTO","172","Pantanal","0","0"
"1998","SETEMBRO","542","Pantanal","0","0"
"1998","OUTUBRO","507","Pantanal","0","0"
"1998","NOVEMBRO","162","Pantanal","0","0"
"1998","DEZEMBRO","58","Pantanal","0","0"
"1999","JANEIRO","161","Pantanal","0","0"
"1999","FEVEREIRO","10","Pantanal","0","0"
